act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+BiLSTM,40,87.15,84.67,90.72,87.59,5,8
ReLU,ELU,BiLSTM+BiLSTM,40,87.45,86.91,88.18,87.54,6,9
ReLU,LeakyReLU,BiLSTM+BiLSTM,40,86.4,85.76,87.3,86.52,5,8
ReLU,Tanh,BiLSTM+BiLSTM,40,87.26,87.08,87.5,87.29,6,9
ReLU,GELU,BiLSTM+BiLSTM,40,87.13,88.86,84.9,86.84,6,9
ReLU,SiLU,BiLSTM+BiLSTM,40,87.26,88.86,85.2,86.99,4,7
ReLU,Mish,BiLSTM+BiLSTM,40,86.46,88.57,83.72,86.08,6,9
ReLU,SELU,BiLSTM+BiLSTM,40,86.62,89.21,83.32,86.16,6,9
ReLU,PReLU,BiLSTM+BiLSTM,40,86.92,87.54,86.1,86.81,6,9
ReLU,Hardswish,BiLSTM+BiLSTM,40,87.12,89.41,84.22,86.74,6,9
ELU,ReLU,BiLSTM+BiLSTM,40,87.2,85.44,89.68,87.51,5,8
ELU,ELU,BiLSTM+BiLSTM,40,87.36,87.23,87.54,87.38,6,9
ELU,LeakyReLU,BiLSTM+BiLSTM,40,86.78,87.58,85.72,86.64,6,9
ELU,Tanh,BiLSTM+BiLSTM,40,86.14,87.04,84.92,85.97,4,7
ELU,GELU,BiLSTM+BiLSTM,40,87.16,86.25,88.42,87.32,6,9
ELU,SiLU,BiLSTM+BiLSTM,40,86.34,87.71,84.52,86.09,4,7
ELU,Mish,BiLSTM+BiLSTM,40,86.2,87.2,84.86,86.01,6,9
ELU,SELU,BiLSTM+BiLSTM,40,85.95,88.65,82.46,85.44,4,7
ELU,PReLU,BiLSTM+BiLSTM,40,86.72,87.2,86.08,86.63,6,9
ELU,Hardswish,BiLSTM+BiLSTM,40,86.11,89.07,82.32,85.56,6,9
LeakyReLU,ReLU,BiLSTM+BiLSTM,40,86.41,87.59,84.84,86.19,6,9
LeakyReLU,ELU,BiLSTM+BiLSTM,40,86.73,87.29,85.98,86.63,6,9
LeakyReLU,LeakyReLU,BiLSTM+BiLSTM,40,86.5,87.66,84.96,86.29,6,9
LeakyReLU,Tanh,BiLSTM+BiLSTM,40,86.47,86.29,86.72,86.5,6,9
LeakyReLU,GELU,BiLSTM+BiLSTM,40,86.51,86.8,86.12,86.46,4,7
LeakyReLU,SiLU,BiLSTM+BiLSTM,40,87.47,86.57,88.7,87.62,6,9
LeakyReLU,Mish,BiLSTM+BiLSTM,40,87.09,86.8,87.48,87.14,6,9
LeakyReLU,SELU,BiLSTM+BiLSTM,40,86.36,87.67,84.62,86.12,6,9
LeakyReLU,PReLU,BiLSTM+BiLSTM,40,86.77,88.07,85.06,86.54,6,9
LeakyReLU,Hardswish,BiLSTM+BiLSTM,40,87.44,88.68,85.84,87.24,6,9
Tanh,ReLU,BiLSTM+BiLSTM,40,86.59,86.52,86.68,86.6,6,9
Tanh,ELU,BiLSTM+BiLSTM,40,86.72,87.06,86.26,86.66,4,7
Tanh,LeakyReLU,BiLSTM+BiLSTM,40,86.8,86.39,87.36,86.87,4,7
Tanh,Tanh,BiLSTM+BiLSTM,40,85.62,89.4,80.82,84.89,4,7
Tanh,GELU,BiLSTM+BiLSTM,40,86.48,87.75,84.8,86.25,4,7
Tanh,SiLU,BiLSTM+BiLSTM,40,84.84,90.31,78.06,83.74,4,7
Tanh,Mish,BiLSTM+BiLSTM,40,86.23,90.05,81.46,85.54,4,7
Tanh,SELU,BiLSTM+BiLSTM,40,87.21,87.35,87.02,87.19,6,9
Tanh,PReLU,BiLSTM+BiLSTM,40,87.06,85.09,89.86,87.41,5,8
Tanh,Hardswish,BiLSTM+BiLSTM,40,86.39,88.99,83.06,85.92,4,7
GELU,ReLU,BiLSTM+BiLSTM,40,86.27,89.78,81.86,85.64,4,7
GELU,ELU,BiLSTM+BiLSTM,40,86.88,88.72,84.5,86.56,6,9
GELU,LeakyReLU,BiLSTM+BiLSTM,40,86.85,84.14,90.82,87.35,6,9
GELU,Tanh,BiLSTM+BiLSTM,40,86.11,88.95,82.46,85.58,4,7
GELU,GELU,BiLSTM+BiLSTM,40,86.41,87.45,85.02,86.22,4,7
GELU,SiLU,BiLSTM+BiLSTM,40,86.46,88.49,83.82,86.09,4,7
GELU,Mish,BiLSTM+BiLSTM,40,86.61,88.3,84.4,86.31,4,7
GELU,SELU,BiLSTM+BiLSTM,40,85.48,87.95,82.22,84.99,4,7
GELU,PReLU,BiLSTM+BiLSTM,40,85.65,90.8,79.34,84.68,4,7
GELU,Hardswish,BiLSTM+BiLSTM,40,87.21,86.76,87.82,87.29,5,8
SiLU,ReLU,BiLSTM+BiLSTM,40,86.74,84.98,89.26,87.07,6,9
SiLU,ELU,BiLSTM+BiLSTM,40,87.02,88.94,84.56,86.69,6,9
SiLU,LeakyReLU,BiLSTM+BiLSTM,40,86.18,89.21,82.32,85.63,4,7
SiLU,Tanh,BiLSTM+BiLSTM,40,86.54,88.0,84.62,86.28,4,7
SiLU,GELU,BiLSTM+BiLSTM,40,87.08,88.48,85.26,86.84,6,9
SiLU,SiLU,BiLSTM+BiLSTM,40,86.75,90.36,82.28,86.13,6,9
SiLU,Mish,BiLSTM+BiLSTM,40,86.16,88.65,82.94,85.7,4,7
SiLU,SELU,BiLSTM+BiLSTM,40,86.32,87.71,84.48,86.06,4,7
SiLU,PReLU,BiLSTM+BiLSTM,40,85.37,89.93,79.66,84.48,4,7
SiLU,Hardswish,BiLSTM+BiLSTM,40,86.38,89.3,82.66,85.85,4,7
Mish,ReLU,BiLSTM+BiLSTM,40,86.89,88.87,84.34,86.55,4,7
Mish,ELU,BiLSTM+BiLSTM,40,86.75,87.43,85.84,86.63,6,9
Mish,LeakyReLU,BiLSTM+BiLSTM,40,87.14,85.78,89.04,87.38,6,9
Mish,Tanh,BiLSTM+BiLSTM,40,85.64,89.72,80.5,84.86,4,7
Mish,GELU,BiLSTM+BiLSTM,40,87.04,87.44,86.5,86.97,5,8
Mish,SiLU,BiLSTM+BiLSTM,40,87.21,86.76,87.82,87.29,5,8
Mish,Mish,BiLSTM+BiLSTM,40,86.26,89.36,82.32,85.7,4,7
Mish,SELU,BiLSTM+BiLSTM,40,86.2,88.33,83.42,85.81,4,7
Mish,PReLU,BiLSTM+BiLSTM,40,86.46,88.17,84.22,86.15,6,9
Mish,Hardswish,BiLSTM+BiLSTM,40,86.33,87.74,84.46,86.07,4,7
SELU,ReLU,BiLSTM+BiLSTM,40,86.58,87.37,85.52,86.44,4,7
SELU,ELU,BiLSTM+BiLSTM,40,86.86,87.98,85.38,86.66,6,9
SELU,LeakyReLU,BiLSTM+BiLSTM,40,86.7,86.44,87.06,86.75,5,8
SELU,Tanh,BiLSTM+BiLSTM,40,85.47,88.35,81.72,84.9,4,7
SELU,GELU,BiLSTM+BiLSTM,40,86.86,88.3,84.98,86.61,4,7
SELU,SiLU,BiLSTM+BiLSTM,40,87.23,87.87,86.38,87.12,6,9
SELU,Mish,BiLSTM+BiLSTM,40,86.66,88.64,84.1,86.31,4,7
SELU,SELU,BiLSTM+BiLSTM,40,86.51,87.11,85.7,86.4,4,7
SELU,PReLU,BiLSTM+BiLSTM,40,87.17,85.05,90.2,87.55,6,9
SELU,Hardswish,BiLSTM+BiLSTM,40,86.57,87.32,85.56,86.43,4,7
PReLU,ReLU,BiLSTM+BiLSTM,40,86.61,89.0,83.54,86.19,4,7
PReLU,ELU,BiLSTM+BiLSTM,40,86.5,85.48,87.94,86.69,6,9
PReLU,LeakyReLU,BiLSTM+BiLSTM,40,86.58,88.06,84.64,86.31,5,8
PReLU,Tanh,BiLSTM+BiLSTM,40,87.09,85.81,88.88,87.32,5,8
PReLU,GELU,BiLSTM+BiLSTM,40,86.15,87.98,83.74,85.81,6,9
PReLU,SiLU,BiLSTM+BiLSTM,40,86.42,85.8,87.28,86.54,4,7
PReLU,Mish,BiLSTM+BiLSTM,40,86.38,88.36,83.8,86.02,4,7
PReLU,SELU,BiLSTM+BiLSTM,40,85.97,87.86,83.48,85.61,4,7
PReLU,PReLU,BiLSTM+BiLSTM,40,87.11,87.48,86.62,87.05,6,9
PReLU,Hardswish,BiLSTM+BiLSTM,40,86.77,86.98,86.48,86.73,6,9
Hardswish,ReLU,BiLSTM+BiLSTM,40,86.54,85.88,87.46,86.66,6,9
Hardswish,ELU,BiLSTM+BiLSTM,40,86.43,85.1,88.32,86.68,4,7
Hardswish,LeakyReLU,BiLSTM+BiLSTM,40,86.83,89.42,83.54,86.38,6,9
Hardswish,Tanh,BiLSTM+BiLSTM,40,86.57,86.69,86.4,86.55,4,7
Hardswish,GELU,BiLSTM+BiLSTM,40,87.79,87.36,88.36,87.86,5,8
Hardswish,SiLU,BiLSTM+BiLSTM,40,85.88,89.15,81.7,85.26,4,7
Hardswish,Mish,BiLSTM+BiLSTM,40,86.75,88.61,84.34,86.42,6,9
Hardswish,SELU,BiLSTM+BiLSTM,40,86.4,87.95,84.36,86.12,4,7
Hardswish,PReLU,BiLSTM+BiLSTM,40,86.62,85.78,87.8,86.78,4,7
Hardswish,Hardswish,BiLSTM+BiLSTM,40,86.02,87.51,84.04,85.74,6,9
