act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+BiLSTM,30,86.89,86.43,87.52,86.97,5,8
ReLU,ELU,BiLSTM+BiLSTM,30,86.71,86.67,86.76,86.72,5,8
ReLU,LeakyReLU,BiLSTM+BiLSTM,30,86.93,87.27,86.48,86.87,5,8
ReLU,Tanh,BiLSTM+BiLSTM,30,86.72,87.52,85.66,86.58,5,8
ReLU,GELU,BiLSTM+BiLSTM,30,87.05,87.74,86.14,86.93,5,8
ReLU,SiLU,BiLSTM+BiLSTM,30,85.98,89.64,81.36,85.3,5,8
ReLU,Mish,BiLSTM+BiLSTM,30,86.57,86.2,87.08,86.64,5,8
ReLU,SELU,BiLSTM+BiLSTM,30,86.56,90.02,82.24,85.95,5,8
ReLU,PReLU,BiLSTM+BiLSTM,30,86.89,87.41,86.2,86.8,5,8
ReLU,Hardswish,BiLSTM+BiLSTM,30,87.0,88.03,85.64,86.82,5,8
ELU,ReLU,BiLSTM+BiLSTM,30,85.81,83.98,88.5,86.18,4,7
ELU,ELU,BiLSTM+BiLSTM,30,86.43,85.31,88.02,86.64,5,8
ELU,LeakyReLU,BiLSTM+BiLSTM,30,86.79,85.19,89.06,87.08,6,9
ELU,Tanh,BiLSTM+BiLSTM,30,86.31,90.5,81.14,85.56,5,8
ELU,GELU,BiLSTM+BiLSTM,30,86.89,88.01,85.42,86.69,5,8
ELU,SiLU,BiLSTM+BiLSTM,30,86.19,85.35,87.38,86.35,6,9
ELU,Mish,BiLSTM+BiLSTM,30,86.66,90.09,82.38,86.06,5,8
ELU,SELU,BiLSTM+BiLSTM,30,86.61,87.24,85.76,86.5,5,8
ELU,PReLU,BiLSTM+BiLSTM,30,86.5,85.14,88.44,86.76,5,8
ELU,Hardswish,BiLSTM+BiLSTM,30,86.87,86.43,87.48,86.95,5,8
LeakyReLU,ReLU,BiLSTM+BiLSTM,30,87.71,88.21,87.06,87.63,5,8
LeakyReLU,ELU,BiLSTM+BiLSTM,30,86.15,88.96,82.54,85.63,5,8
LeakyReLU,LeakyReLU,BiLSTM+BiLSTM,30,87.37,87.62,87.04,87.33,5,8
LeakyReLU,Tanh,BiLSTM+BiLSTM,30,86.9,84.81,89.9,87.28,6,9
LeakyReLU,GELU,BiLSTM+BiLSTM,30,86.46,88.67,83.6,86.06,5,8
LeakyReLU,SiLU,BiLSTM+BiLSTM,30,86.87,86.51,87.36,86.93,5,8
LeakyReLU,Mish,BiLSTM+BiLSTM,30,87.0,87.97,85.72,86.83,5,8
LeakyReLU,SELU,BiLSTM+BiLSTM,30,85.06,82.96,88.24,85.52,4,7
LeakyReLU,PReLU,BiLSTM+BiLSTM,30,87.67,88.84,86.16,87.48,5,8
LeakyReLU,Hardswish,BiLSTM+BiLSTM,30,86.59,85.66,87.9,86.76,4,7
Tanh,ReLU,BiLSTM+BiLSTM,30,86.46,89.63,82.46,85.9,5,8
Tanh,ELU,BiLSTM+BiLSTM,30,85.88,85.57,86.32,85.94,4,7
Tanh,LeakyReLU,BiLSTM+BiLSTM,30,87.81,87.0,88.9,87.94,5,8
Tanh,Tanh,BiLSTM+BiLSTM,30,87.44,86.91,88.16,87.53,5,8
Tanh,GELU,BiLSTM+BiLSTM,30,86.69,87.2,86.0,86.6,5,8
Tanh,SiLU,BiLSTM+BiLSTM,30,86.98,85.42,89.18,87.26,5,8
Tanh,Mish,BiLSTM+BiLSTM,30,86.51,87.87,84.72,86.26,5,8
Tanh,SELU,BiLSTM+BiLSTM,30,87.24,88.09,86.12,87.1,5,8
Tanh,PReLU,BiLSTM+BiLSTM,30,86.86,84.13,90.86,87.37,5,8
Tanh,Hardswish,BiLSTM+BiLSTM,30,86.52,86.65,86.34,86.5,5,8
GELU,ReLU,BiLSTM+BiLSTM,30,86.83,87.56,85.86,86.7,5,8
GELU,ELU,BiLSTM+BiLSTM,30,87.16,86.72,87.76,87.24,5,8
GELU,LeakyReLU,BiLSTM+BiLSTM,30,87.24,87.78,86.52,87.15,5,8
GELU,Tanh,BiLSTM+BiLSTM,30,85.37,83.12,88.76,85.85,4,7
GELU,GELU,BiLSTM+BiLSTM,30,87.18,88.19,85.86,87.01,5,8
GELU,SiLU,BiLSTM+BiLSTM,30,86.64,88.78,83.88,86.26,5,8
GELU,Mish,BiLSTM+BiLSTM,30,87.2,89.11,84.76,86.88,5,8
GELU,SELU,BiLSTM+BiLSTM,30,86.81,85.02,89.36,87.14,6,9
GELU,PReLU,BiLSTM+BiLSTM,30,86.85,86.56,87.24,86.9,5,8
GELU,Hardswish,BiLSTM+BiLSTM,30,85.51,86.57,84.06,85.3,5,8
SiLU,ReLU,BiLSTM+BiLSTM,30,86.73,87.86,85.24,86.53,5,8
SiLU,ELU,BiLSTM+BiLSTM,30,87.67,87.71,87.62,87.66,5,8
SiLU,LeakyReLU,BiLSTM+BiLSTM,30,86.39,89.63,82.3,85.81,5,8
SiLU,Tanh,BiLSTM+BiLSTM,30,86.48,87.94,84.56,86.22,5,8
SiLU,GELU,BiLSTM+BiLSTM,30,87.33,85.98,89.2,87.56,6,9
SiLU,SiLU,BiLSTM+BiLSTM,30,85.29,83.94,87.28,85.58,4,7
SiLU,Mish,BiLSTM+BiLSTM,30,86.39,89.58,82.36,85.82,5,8
SiLU,SELU,BiLSTM+BiLSTM,30,86.54,85.48,88.04,86.74,6,9
SiLU,PReLU,BiLSTM+BiLSTM,30,86.3,85.01,88.14,86.55,5,8
SiLU,Hardswish,BiLSTM+BiLSTM,30,86.21,89.83,81.66,85.55,5,8
Mish,ReLU,BiLSTM+BiLSTM,30,87.16,87.2,87.1,87.15,5,8
Mish,ELU,BiLSTM+BiLSTM,30,87.33,85.04,90.6,87.73,5,8
Mish,LeakyReLU,BiLSTM+BiLSTM,30,86.82,87.12,86.42,86.77,4,7
Mish,Tanh,BiLSTM+BiLSTM,30,86.75,89.64,83.1,86.25,5,8
Mish,GELU,BiLSTM+BiLSTM,30,87.05,85.29,89.54,87.36,5,8
Mish,SiLU,BiLSTM+BiLSTM,30,86.91,87.35,86.32,86.83,5,8
Mish,Mish,BiLSTM+BiLSTM,30,87.08,88.43,85.32,86.85,5,8
Mish,SELU,BiLSTM+BiLSTM,30,86.68,85.68,88.08,86.86,4,7
Mish,PReLU,BiLSTM+BiLSTM,30,87.0,85.02,89.82,87.36,5,8
Mish,Hardswish,BiLSTM+BiLSTM,30,86.85,84.52,90.22,87.28,5,8
SELU,ReLU,BiLSTM+BiLSTM,30,86.61,88.86,83.72,86.21,5,8
SELU,ELU,BiLSTM+BiLSTM,30,87.05,87.75,86.12,86.93,5,8
SELU,LeakyReLU,BiLSTM+BiLSTM,30,87.02,84.44,90.76,87.49,6,9
SELU,Tanh,BiLSTM+BiLSTM,30,87.05,87.0,87.12,87.06,5,8
SELU,GELU,BiLSTM+BiLSTM,30,85.9,87.63,83.6,85.57,4,7
SELU,SiLU,BiLSTM+BiLSTM,30,86.49,89.57,82.6,85.94,5,8
SELU,Mish,BiLSTM+BiLSTM,30,87.2,85.99,88.88,87.41,5,8
SELU,SELU,BiLSTM+BiLSTM,30,87.14,86.89,87.48,87.18,4,7
SELU,PReLU,BiLSTM+BiLSTM,30,86.13,87.16,84.74,85.93,6,9
SELU,Hardswish,BiLSTM+BiLSTM,30,86.96,85.15,89.54,87.29,5,8
PReLU,ReLU,BiLSTM+BiLSTM,30,86.75,89.95,82.74,86.2,5,8
PReLU,ELU,BiLSTM+BiLSTM,30,87.32,87.04,87.7,87.37,5,8
PReLU,LeakyReLU,BiLSTM+BiLSTM,30,87.39,87.12,87.76,87.44,5,8
PReLU,Tanh,BiLSTM+BiLSTM,30,86.36,85.69,87.3,86.49,4,7
PReLU,GELU,BiLSTM+BiLSTM,30,86.68,88.26,84.62,86.4,5,8
PReLU,SiLU,BiLSTM+BiLSTM,30,87.14,86.38,88.18,87.27,6,9
PReLU,Mish,BiLSTM+BiLSTM,30,86.27,87.35,84.82,86.07,5,8
PReLU,SELU,BiLSTM+BiLSTM,30,86.35,87.01,85.46,86.23,5,8
PReLU,PReLU,BiLSTM+BiLSTM,30,86.06,89.14,82.12,85.49,5,8
PReLU,Hardswish,BiLSTM+BiLSTM,30,86.78,89.26,83.62,86.35,5,8
Hardswish,ReLU,BiLSTM+BiLSTM,30,87.02,84.85,90.14,87.41,6,9
