act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+BiLSTM,50,86.91,87.49,86.14,86.81,5,8
ReLU,ELU,BiLSTM+BiLSTM,50,86.92,84.84,89.9,87.3,5,8
ReLU,LeakyReLU,BiLSTM+BiLSTM,50,86.54,85.05,88.66,86.82,4,7
ReLU,Tanh,BiLSTM+BiLSTM,50,86.12,87.81,83.88,85.8,5,8
ReLU,GELU,BiLSTM+BiLSTM,50,86.81,86.82,86.8,86.81,6,9
ReLU,SiLU,BiLSTM+BiLSTM,50,86.21,84.44,88.78,86.56,4,7
ReLU,Mish,BiLSTM+BiLSTM,50,86.81,85.66,88.42,87.02,5,8
ReLU,SELU,BiLSTM+BiLSTM,50,86.79,86.08,87.78,86.92,6,9
ReLU,PReLU,BiLSTM+BiLSTM,50,86.7,85.4,88.54,86.94,6,9
ReLU,Hardswish,BiLSTM+BiLSTM,50,86.83,85.69,88.42,87.04,4,7
ELU,ReLU,BiLSTM+BiLSTM,50,86.81,87.74,85.58,86.65,7,10
ELU,ELU,BiLSTM+BiLSTM,50,86.34,84.58,88.88,86.68,4,7
ELU,LeakyReLU,BiLSTM+BiLSTM,50,86.76,88.15,84.94,86.51,5,8
ELU,Tanh,BiLSTM+BiLSTM,50,86.3,86.98,85.38,86.17,5,8
ELU,GELU,BiLSTM+BiLSTM,50,87.38,85.85,89.52,87.64,5,8
ELU,SiLU,BiLSTM+BiLSTM,50,86.74,88.0,85.08,86.52,6,9
ELU,Mish,BiLSTM+BiLSTM,50,86.91,88.46,84.9,86.64,5,8
ELU,SELU,BiLSTM+BiLSTM,50,87.07,84.85,90.26,87.47,4,7
ELU,PReLU,BiLSTM+BiLSTM,50,87.53,86.69,88.68,87.67,6,9
ELU,Hardswish,BiLSTM+BiLSTM,50,87.38,87.2,87.62,87.41,5,8
LeakyReLU,ReLU,BiLSTM+BiLSTM,50,86.55,85.58,87.92,86.73,4,7
LeakyReLU,ELU,BiLSTM+BiLSTM,50,86.45,85.44,87.88,86.64,6,9
LeakyReLU,LeakyReLU,BiLSTM+BiLSTM,50,86.69,85.63,88.18,86.89,6,9
LeakyReLU,Tanh,BiLSTM+BiLSTM,50,86.97,87.29,86.54,86.91,5,8
LeakyReLU,GELU,BiLSTM+BiLSTM,50,86.56,84.1,90.16,87.03,6,9
LeakyReLU,SiLU,BiLSTM+BiLSTM,50,85.79,85.12,86.74,85.92,4,7
LeakyReLU,Mish,BiLSTM+BiLSTM,50,86.88,87.9,85.54,86.7,5,8
LeakyReLU,SELU,BiLSTM+BiLSTM,50,86.1,83.23,90.42,86.68,4,7
LeakyReLU,PReLU,BiLSTM+BiLSTM,50,86.23,87.94,83.98,85.91,5,8
LeakyReLU,Hardswish,BiLSTM+BiLSTM,50,85.76,83.32,89.42,86.26,6,9
Tanh,ReLU,BiLSTM+BiLSTM,50,87.09,86.03,88.56,87.28,5,8
Tanh,ELU,BiLSTM+BiLSTM,50,86.43,84.62,89.04,86.78,4,7
Tanh,LeakyReLU,BiLSTM+BiLSTM,50,86.87,86.91,86.82,86.86,5,8
Tanh,Tanh,BiLSTM+BiLSTM,50,85.76,90.62,79.78,84.85,5,8
Tanh,GELU,BiLSTM+BiLSTM,50,85.16,85.13,85.2,85.17,4,7
Tanh,SiLU,BiLSTM+BiLSTM,50,86.82,88.01,85.26,86.61,5,8
Tanh,Mish,BiLSTM+BiLSTM,50,86.97,88.73,84.7,86.67,5,8
Tanh,SELU,BiLSTM+BiLSTM,50,87.32,87.08,87.64,87.36,5,8
Tanh,PReLU,BiLSTM+BiLSTM,50,86.25,83.8,89.88,86.73,4,7
Tanh,Hardswish,BiLSTM+BiLSTM,50,86.2,86.54,85.74,86.14,5,8
GELU,ReLU,BiLSTM+BiLSTM,50,87.17,85.46,89.58,87.47,6,9
GELU,ELU,BiLSTM+BiLSTM,50,87.08,87.01,87.18,87.09,5,8
GELU,LeakyReLU,BiLSTM+BiLSTM,50,87.03,87.13,86.9,87.01,6,9
GELU,Tanh,BiLSTM+BiLSTM,50,86.3,88.45,83.5,85.91,5,8
GELU,GELU,BiLSTM+BiLSTM,50,86.78,85.71,88.28,86.98,4,7
GELU,SiLU,BiLSTM+BiLSTM,50,86.95,88.24,85.26,86.73,5,8
GELU,Mish,BiLSTM+BiLSTM,50,87.1,87.69,86.32,87.0,5,8
GELU,SELU,BiLSTM+BiLSTM,50,87.17,86.09,88.66,87.36,5,8
GELU,PReLU,BiLSTM+BiLSTM,50,86.9,86.78,87.06,86.92,5,8
